tds,turbidity,ph,quality_label
1317.8583041187262,14.50930232410105,5.160282646878962,Poor
1461.8324942869397,4.669487378773077,9.320392566155926,Poor
1316.6541571856108,9.124763282029363,9.52166300209732,Poor
662.0499052125401,17.36425446194851,5.21686110169191,Poor
1444.226954814764,29.329329200971923,9.869679787363594,Poor
1049.3537089611852,33.663846840007366,9.614314581034868,Poor
666.3989205905234,16.301327425985477,5.167685143265451,Poor
984.1094804371006,4.951413839707106,8.868108324334262,Poor
1283.245354964766,49.934189700440776,5.912569101322317,Poor
924.0848595490587,6.10154277445044,9.54611009553464,Poor
1278.1471994615322,29.474773641746925,5.74059130682292,Poor
903.9919550838075,12.981551437943965,5.629413832025387,Poor
433.8147025294653,5.696493813344661,6.079396409365237,Poor
1904.4653360691186,18.205395866813674,4.741434334638537,Poor
1141.84311491054,13.297618018476829,6.532063141819559,Poor
1146.8590794306683,9.801387340428208,7.433285637116299,Poor
1784.6574128554219,9.015937498921256,9.81211238008775,Poor
1532.4407967976856,29.27173986709537,6.850679394768308,Poor
1019.060411182717,15.73139930326217,4.758015223829732,Poor
970.050944025953,13.468015830948774,5.800929617536109,Poor
1313.4342511223156,9.166832173448919,5.64227739114964,Poor
1062.5329864155435,4.615859823838468,9.077045287981054,Poor
958.1787682910524,7.9347952413903355,5.514931045510185,Poor
839.6376978157921,29.39293892460256,7.380049731467362,Poor
1447.6329408535319,18.933134634603867,8.887182935734694,Poor
1582.4471013246773,19.139547613229823,5.911476780798838,Poor
862.8482519169886,26.251711425126743,7.900422095380528,Poor
956.5007416565195,8.47142610017648,5.379698493738084,Poor
1155.4479961034274,50.0,8.724143662156633,Poor
1942.7921284748145,8.973811329644818,10.081139812202597,Poor
618.4922153754376,18.075991361092623,4.951156511349239,Poor
1550.863554288067,19.65473553709595,9.264642524884248,Poor
1198.7795684880464,16.830450318220596,7.101422212038868,Poor
1418.690697184221,8.891196317684608,6.653672562982269,Poor
1505.070237335932,24.17853234976508,9.560981515926,Poor
1577.6396494315877,41.015266957921654,5.50336882945313,Poor
1392.232547471791,20.592036350384458,8.196821260799501,Poor
1528.6355332981393,6.157830911766655,5.649320050239426,Poor
892.0953063797049,6.374169442513524,7.861182852891331,Poor
994.9069286649502,25.62602801624697,8.263542931960163,Poor
1442.6132967482204,33.320878885412654,9.457254305671043,Poor
1274.786261885868,7.18132013315093,5.368471576086462,Poor
931.4007385028201,12.601946464738605,6.394433751750486,Poor
849.1373118287478,4.085710184851856,5.916927450244279,Poor
937.8364425493182,27.864795852539686,6.404643293816923,Poor
1696.2103273951227,26.935417439705997,8.801148966965721,Poor
1501.2409228290076,9.861760740365884,5.561781690534146,Poor
1243.6869645840902,6.262086891930093,6.910668863792258,Poor
1506.2891492127583,8.909949928838408,4.694134404404495,Poor
1418.1911726184428,8.76591756489813,5.489122158423262,Poor
1731.1669502289044,13.94193447062398,9.780744127994081,Poor
1448.2204513678055,18.469673261173895,9.050858885459034,Poor
1187.6975999499937,7.7941960731389415,9.854767119862572,Poor
1423.5081988504533,8.119989461281959,5.850001170968671,Poor
777.1137178621912,33.164992087888436,9.639331975880767,Poor
1280.1641333508785,16.82568257402981,5.352987455406886,Poor
844.6188441270117,40.4453814131336,8.632324449439519,Poor
1546.206865034192,15.171203584970645,8.962224075298343,Poor
1519.635016505761,9.730055019203316,5.486278885081741,Poor
748.6748220840179,31.37891384178814,5.6631349922157685,Poor
1343.3597506565175,23.61629608101568,6.196102140011858,Poor
939.3747855287212,8.691129502445824,5.499859068343816,Poor
1206.7020048723396,7.309725187456211,6.150819438735143,Poor
958.0190497497634,5.2766740990138326,5.994580542010066,Poor
1730.2523495478315,10.371657584565675,10.069778779495463,Poor
1042.76274913438,5.690177924553802,9.31975984185714,Poor
1018.1988108586818,32.133442414047295,10.35100885937734,Poor
1837.5603062944676,22.887774942974314,8.548618001855413,Poor
1572.6818623333834,11.694426135720494,6.754957465108614,Poor
1392.0570705754408,16.563699301875282,7.275170896268117,Poor
1168.0766476464448,10.849150986001327,8.8125356298628,Poor
885.4455652753637,31.94636257246699,6.204943916665442,Poor
1045.2154820647377,49.448717268575024,9.62,Poor
1269.370794770804,18.784090593588473,5.489868695041588,Poor
1047.259343299909,29.7128659968178,10.093697857397624,Poor
1194.8003837295428,7.270763013848608,9.370826052868319,Poor
1603.9085815962642,8.69581081309077,4.68586097500824,Poor
1035.5410355521815,20.20900239999277,6.023445382609508,Poor
1345.138814659039,13.367674616309165,9.219072461117868,Poor
1133.811723445606,15.590455359389955,9.38325090730476,Poor
1387.4142248509859,4.349644174844645,9.159818941539204,Poor
1283.9028690171106,9.78614828357339,9.578552311305113,Poor
1090.4312120655338,14.247760444559296,8.975247827433781,Poor
619.0684829715932,15.542843321610903,5.937464064509195,Poor
1829.992232663833,14.313562897106046,9.239821865952333,Poor
1528.888216790686,8.072834321460943,5.637756432612238,Poor
1885.6883669165818,31.739047899657855,5.357708165417091,Poor
808.4280892280822,21.794362840646784,5.690853088434053,Poor
942.9119679140294,6.195307311790682,9.304250752733791,Poor
1405.1370476551822,16.733646423690118,6.516143962883609,Poor
1090.3468550181744,14.121572490912726,9.306046624958848,Poor
1683.264737488691,25.33829906178239,7.776757820220866,Poor
856.2436326191406,17.666126861006244,9.599854712963907,Poor
684.3560671346222,10.450749614959422,5.974800290455174,Poor
1499.1634443194437,32.89061398873677,9.784877892543133,Poor
1450.4405540765604,15.874363932780032,8.950616642675438,Poor
1609.1144564750805,24.691462504532375,9.926258453513022,Poor
1086.1882803172082,41.75671925244232,6.438491042843695,Poor
806.6717009424027,10.851046785604332,7.343379670101918,Poor
1309.8654475646113,12.587641948311052,6.01227427741842,Poor
1438.692283547562,27.760612352366326,10.150785919780791,Poor
1055.1507798761559,15.438489017967289,6.72425242979405,Poor
1219.435826388941,11.62215552627438,9.539790743559184,Poor
922.5230260593954,2.6042096206535597,5.998827918874074,Poor
1223.6763769235902,50.0,8.502810396469004,Poor
1265.2123473604395,12.423130639292447,5.970369739835219,Poor
751.8638025352814,43.802794403951665,5.441531089988374,Poor
1026.4401536044206,37.82083503435307,8.77599277501942,Poor
1488.8983820437431,11.03910113541289,8.205810987984952,Poor
953.4757416219851,49.920986047821444,5.746458021557749,Poor
742.673954509498,19.558690787350287,9.161884868774951,Poor
971.0136637601416,7.139274421117739,5.723115041335013,Poor
703.1375865307516,13.936433912294056,6.363604647738763,Poor
730.4983991202758,18.251134232158282,8.213424254151384,Poor
959.3540688352589,8.297045116635402,5.094652558720918,Poor
1113.1125583768917,20.835531645384112,5.452677537867316,Poor
1183.7320221513355,7.759232738011143,5.458644332468683,Poor
1054.0988776166091,10.43828871711285,5.29218031790115,Poor
1406.1214255698324,16.76200168089393,5.592573589720766,Poor
1214.783968150153,14.31717704905936,9.626937705643838,Poor
1281.5527609341198,10.096749843437827,9.345952061574229,Poor
882.6407092395489,17.33396361138162,5.482896141475558,Poor
1611.601577710047,15.953422329601246,9.317748129976621,Poor
1415.6162455528174,20.285632637775567,5.201384377353431,Poor
1215.7016502834094,18.612607990232508,8.903759580434569,Poor
1052.5392963814184,13.71693878599131,5.521683304041321,Poor
1102.0834530898076,36.6341777871591,9.911054814189393,Poor
1366.5854014783138,13.528091212748045,4.728185126389485,Poor
746.1293336946738,18.3410171015423,7.973845843317114,Poor
1048.4058847479246,6.00395300305221,5.928525846288441,Poor
1291.618001278933,6.308364101430138,5.003861743771178,Poor
1011.295728005804,25.84580586511893,5.239310496014935,Poor
621.3937689095964,19.00538570075837,4.87461429924163,Poor
730.7262678657765,18.38185893352447,8.338452236880055,Poor
1036.6488890542582,7.373196105773964,9.017123430387233,Poor
1528.8897735209464,4.373591711261117,8.312964587072667,Poor
1296.1567562472794,5.579346356596859,7.731930349840416,Poor
1038.6352426712376,6.983723362047549,5.629874878313783,Poor
1276.6646403539103,49.94542827889368,4.795837599467157,Poor
1787.2486451822056,10.495384656098661,9.589756410934978,Poor
1111.453579560379,50.0,7.926832171065691,Poor
1556.846544494854,8.161652095788302,5.204782559867689,Poor
1280.7019548998535,14.379477687845853,5.6627366109663235,Poor
1263.5530157651713,10.47150788258554,6.081225965072113,Poor
1337.6626383352223,38.12146674684259,4.844982027689222,Poor
1388.1096298339032,5.704674030287745,9.214016575476457,Poor
804.6694696374334,10.964966422183185,6.518184191335825,Poor
785.1759993482038,9.38975647931807,6.089727791353763,Poor
1352.2542897048581,7.009077716954048,8.194186492362636,Poor
1180.42481018176,38.26496415746622,5.771088435514234,Poor
881.478472877167,27.8841442003665,9.420372512392495,Poor
1182.746656010829,25.454006978838606,7.864768797725597,Poor
1526.6015227212347,2.783984409722181,5.704619319691322,Poor
806.6363530547529,10.518584601581836,8.322216137661387,Poor
642.6092449499333,14.225586118264069,5.627585995866829,Poor
560.9279152671747,27.500209542942287,8.41834350954244,Poor
811.187706301276,7.658556990747011,6.395962562399876,Poor
878.1124999628915,17.33517971856577,4.801102234287693,Poor
725.9157817827391,15.622367601028044,5.6983471787487066,Poor
1199.3964512410319,16.4825257770143,9.291016646379834,Poor
983.3445461377289,5.101709077245421,9.88877579401221,Poor
802.7736323610146,10.584136963543594,7.233344016712262,Poor
662.9483491228285,15.39961768094594,5.512540962755792,Poor
753.4978790900578,16.116320367080522,5.739007700262215,Poor
1066.2899529369975,5.848874667410461,9.249149128004877,Poor
1682.3002666176706,29.69446285099533,5.745768941972599,Poor
1184.8428672922491,6.895026398757647,5.264601746936037,Poor
1153.1681685523376,7.2886425117311955,10.006736007957384,Poor
1098.0416175681494,11.880476070975547,6.616240588514501,Poor
1360.138861311795,8.0402309501509,5.242689739183764,Poor
730.5400277151783,18.2828926580478,8.211065288156256,Poor
1493.177736029128,31.80118643119202,5.909491500415319,Poor
1418.5055411487679,7.472025378242734,7.083068690934381,Poor
1729.658190690967,16.15400474945773,9.795995250542271,Poor
991.2550137864779,5.010106579487492,5.785439176343955,Poor
1025.6731777821972,20.047862004842326,9.578286495293598,Poor
1064.0815800491937,34.999177135657824,9.299523129611895,Poor
1085.7225766442841,19.74683541577618,8.148223573014265,Poor
975.0007156368338,7.590254272294298,9.390195025420773,Poor
1263.7164936697811,11.870309533831119,5.466493669781169,Poor
1109.2763685535886,19.234917707497768,5.5266724415791035,Poor
1981.972517072364,5.2248281784206725,5.812546547223449,Poor
1789.6839100344441,20.105662231914856,7.110348754946939,Poor
1337.9291124634494,15.271779323629053,5.305884011696179,Poor
1283.868985241164,9.387608149282181,9.539180443609757,Poor
1313.7834532020183,14.204807853409282,5.530768586362868,Poor
1542.9319706719248,16.68845486808771,5.803305101868346,Poor
1784.7501182627668,13.882455651462406,5.359334262221427,Poor
733.0948848646051,19.743818661622267,9.628088270643726,Poor
1543.1642901415,17.43888413856479,5.810924109323525,Poor
1285.7817101067576,15.964199589797566,9.482099196073262,Poor
1527.2637985601984,49.181491094720755,9.068407281492231,Poor
1727.7474283828267,17.901783194552493,9.824813668606474,Poor
1401.5670659752825,25.29760556125514,7.177783484181824,Poor
869.0999297828492,13.824033283095412,5.531597042850111,Poor
1398.8027723661871,4.7709024745568716,5.585303997361099,Poor
1522.7566390552947,10.356902584771259,4.92666801762576,Poor
1335.9509258499106,10.358480934239623,5.9475889823774475,Poor
1030.8902591008764,6.361842273208267,9.5675811535368,Poor
838.6725473859967,1.7238714858010833,6.410512723389468,Poor
1041.3559735242013,6.385615203063719,6.133863721487815,Poor
672.4539214491361,35.5885802757248,9.702730430453878,Poor
1621.3899758583912,9.757908136043183,8.631288603298598,Poor
1448.9438707255301,50.0,9.387518609257356,Poor
1175.368090958038,43.66150054357763,9.315744825694011,Poor
1244.900219690599,11.371383920631134,6.6749337922565335,Poor
752.1875505662246,13.573778359637036,5.22025711852077,Poor
1056.1074061953932,14.742075168883053,5.410843790844534,Poor
1329.8132580845222,4.6609122449255125,5.4881147250551425,Poor
1279.4415323160608,15.815378405043909,5.355057153767613,Poor
1299.2277253990555,9.800836768398014,5.555718916273179,Poor
1030.047626445248,15.106314868342924,5.515604095181128,Poor
1405.050685603978,16.338848475328053,6.742572197973616,Poor
997.2131967086485,17.901723953012954,10.207687590644055,Poor
788.7397691832067,11.012268450993618,5.96,Poor
1091.9426710527919,16.587059641168665,5.70132788157255,Poor
1200.3789238677539,36.84812168698665,10.34849099523407,Poor
1919.6293765716914,13.109074084697923,7.520157255563639,Poor
1784.0629963382153,10.309165050195933,8.516614972835875,Poor
897.0267570746975,8.512707046994313,5.382614449004692,Poor
1687.3063354248868,23.51196551544294,7.667428681509936,Poor
1512.8403104439526,15.446236448797295,6.621484164717821,Poor
1252.4185765105453,7.900496404675301,4.901377097272741,Poor
1105.1451211599676,5.106390058626047,9.575588125627995,Poor
804.9162755168801,10.554632810135534,7.308107967729151,Poor
1310.6821938215635,13.448617710744971,7.7690192501582604,Poor
1399.2938863891425,4.82523849411789,5.673077567421206,Poor
1243.1556827095753,5.880041499020449,9.191002302721694,Poor
1160.9889345801791,20.329448882771636,4.712604646134826,Poor
1010.4140057663517,8.220167115257931,6.6204320581149645,Poor
1610.1445780653482,12.99425224347769,5.434831830302931,Poor
816.4015451694127,17.634692266482162,5.176071597987747,Poor
1728.154143699114,9.523831635606792,5.969637175080928,Poor
1320.030841742692,26.060549045441967,9.829713360926394,Poor
1108.6090526575274,8.863023154521459,4.788385254659828,Poor
874.0876433826572,45.74743845941009,8.08856739249726,Poor
790.7530657488749,5.167742048120546,6.002338731578995,Poor
1088.7213279836403,15.663949840186447,5.486466235982266,Poor
858.6206059144642,13.078180514539472,6.576302394259489,Poor
1449.5272027591948,50.0,8.82906268345528,Poor
1083.4594695757353,6.675641326898512,5.011231006990286,Poor
1453.1904925886502,47.48762146086238,6.011101752077973,Poor
1061.6212697578185,5.295584411351209,8.52852030965314,Poor
1235.2076802726049,15.222712760828536,6.9868046191366036,Poor
1208.675843105852,7.094250216880846,5.331447846537855,Poor
1234.9962295895327,29.260878591260333,9.960717870284315,Poor
1932.2451723880831,8.553065864593107,6.053261710044356,Poor
1508.615724803081,24.65159410325944,7.402888032787613,Poor
1449.4768986143868,16.884394079221735,8.904030479793576,Poor
1183.4813920186646,7.631815069891624,5.458223812111854,Poor
1201.1576276802348,11.653078718553553,9.935614038492973,Poor
1221.7727707833699,4.701396109726316,7.223498735927404,Poor
1078.5466708095237,15.127956883893889,4.810713662559646,Poor
1365.4019800697388,4.99350765613689,8.34627460901143,Poor
1028.4399151602925,7.3826625950143185,5.6434566032238385,Poor
1718.4942398599987,36.662595964531405,7.955177699716332,Poor
1493.7934090219119,14.035573607239778,5.420458950039394,Poor
1684.4293259991405,27.232769281251436,9.714163879334727,Poor
704.0457210071154,10.234019072869605,5.576124503277529,Poor
1965.098600595607,11.06501854127934,9.69420160865524,Poor
614.2040918666734,24.84910240007984,8.573223667481663,Poor
1527.4201714046656,24.11238666716291,9.2024460262356,Poor
1632.038892025126,16.590349931917082,9.483908585612802,Poor
1460.8918970814193,8.260661792708943,9.650888482725746,Poor
890.6734930703049,16.75317830792717,6.688454457503701,Poor
1179.9062537763718,7.919749612469424,5.376591119389012,Poor
918.2764133887387,26.7428574118147,9.377295383331361,Poor
1257.8099580916867,23.284755471469857,9.395944743397362,Poor
1273.6607037338165,25.430305414384563,8.93155946330767,Poor
709.6776725935314,10.981762951589447,8.854829891716916,Poor
1418.7570537587103,38.89301288667238,9.286631546511938,Poor
1522.241769134889,10.957586845921403,4.924782739417635,Poor
778.428298799762,9.1060357799211,6.2933579027913105,Poor
1439.8677048975553,5.958928952192451,9.814965406182932,Poor
721.141143309315,13.661401969409253,5.5528217150960515,Poor
1785.4227439900956,13.058905939327206,6.133739746789594,Poor
1081.334947482818,15.319759513312642,4.390663873220229,Poor
1790.1399423697717,12.589158104494317,9.595713537269761,Poor
1542.7649028357016,17.871087141142635,5.984751309344808,Poor
779.3565655649662,7.603736711107544,6.695930442202117,Poor
987.5050861968344,8.191140773027525,7.540504382268893,Poor
1510.3496352979437,27.094009562655696,7.28267238468648,Poor
973.2035772593889,7.68933798415478,5.582198604753566,Poor
1090.4011735343074,8.820264334800754,5.957105095028464,Poor
1451.4527289297994,16.292881175467617,9.00975494870738,Poor
801.2927788853284,26.066463250481657,5.750272057655257,Poor
1113.2321616788643,5.269198940947504,9.623913372376553,Poor
789.1243006759772,4.8308998932667455,6.012933380770336,Poor
1268.1141910107963,18.27357923910979,5.526260713421501,Poor
1233.5842327609123,22.855371488826233,6.150192904106183,Poor
1770.2918297076003,17.6179521367009,8.737456806122328,Poor
1191.7431917654903,6.879916805500517,10.468726257614518,Poor
1408.9219867551003,15.92560007620062,5.827535375715247,Poor
1083.737475302355,3.1945253667007956,9.345597289181635,Poor
1499.413276211948,8.507503716447314,5.5338566427341,Poor
1113.504328642647,9.53429243233911,4.644285378383044,Poor
1343.337447202968,12.002220858339127,8.939305809613705,Poor
1137.8092515811973,18.502559663409315,5.655557896038379,Poor
1564.7935329108527,21.534524127154647,7.424888907391148,Poor
1180.9024669575758,10.007753623258674,5.321450168399859,Poor
1449.766471360744,50.0,6.831902315422488,Poor
902.2942721283982,11.065215794299107,5.363269932525,Poor
1287.2205872846428,42.17317509888403,6.698562649988934,Poor
931.3734946489418,12.584792927111474,5.9302792041928285,Poor
1438.6776993251797,12.468805745015047,10.024793355224523,Poor
1104.321781565534,22.43396599898432,8.885756493461427,Poor
1212.665291767013,15.410571744925313,5.6504034315853335,Poor
1146.0219458694135,11.065696998673182,5.352078809683427,Poor
1453.069021791148,4.2812600310997615,9.563272353855876,Poor
1894.095726007511,28.860075624374748,4.673791620105546,Poor
955.7772084329034,12.367916932680341,9.788179246544784,Poor
984.8698545897669,4.7834870263345035,5.3768904764194225,Poor
789.252721801664,15.329330691346527,5.104622606123862,Poor
927.1724115275657,21.42563885537565,10.136871624350944,Poor
1274.1005749838698,24.95574642614394,8.728072497254166,Poor
889.1370344737662,36.60911025514954,5.642658380560688,Poor
1731.835511615248,37.49304631921418,10.031113775850962,Poor
1541.7230420365079,10.200685088645304,5.743167766227331,Poor
1216.5483637328011,3.9260045876888237,8.551031164082708,Poor
1279.4894749685457,29.92858568140758,5.442755726720702,Poor
809.465433125147,10.607504090273219,7.48455051376013,Poor
1012.4697553547253,44.67390357512609,6.8711214780518794,Poor
1029.601833088514,5.509693070513974,9.389582721284784,Poor
1549.670207643522,17.452648358764307,9.65363397255361,Poor
638.3982681132007,3.038903551047969,5.839511241958884,Poor
1156.592818918096,49.93510422713788,8.961395448084597,Poor
669.2239022243648,28.025976216347285,8.423499960420163,Poor
1222.136943979786,48.44136756909517,6.136416403396802,Poor
1253.6271228050705,3.362220453507375,5.284730541263925,Poor
1684.168228124898,6.060265860841788,5.679350206360581,Poor
1419.4942147072127,21.397212532673947,5.213208183596338,Poor
957.9184608022748,15.929559295527783,9.877867788658335,Poor
1156.8233842055859,48.767867459222444,6.468408277104723,Poor
884.7811835650314,19.743660092540985,5.032359376320394,Poor
879.2425266529551,42.25735352335019,10.48760729944095,Poor
984.3943840312508,3.2625628399854962,9.468515525172887,Poor
1312.0978374833828,9.027304249630918,5.791938213810933,Poor
1174.320482103457,20.149367515648127,9.827894667472087,Poor
1271.0553926590417,47.208026107333595,4.382714835823802,Poor
1243.7255340683485,8.666814646538025,5.740853718793029,Poor
995.9781210104697,5.508217841479581,5.460346816863558,Poor
1620.309278839894,10.270389293178667,8.530571142974447,Poor
820.1805158711583,3.086516869117447,6.174264916083255,Poor
1401.7802562966942,28.172051847661905,6.777348652610666,Poor
1197.4520774864502,19.073577050486783,5.161904551524552,Poor
1199.2360334001535,19.262945041700398,5.662381854629117,Poor
1312.9436826499464,16.7878783013469,5.740099635188932,Poor
1830.3674802676403,16.437854123339193,8.71851383975909,Poor
919.4130145713814,13.127102165651188,7.875843049892933,Poor
1547.2963139139645,16.73306049323603,7.881084824864729,Poor
1343.366191377525,12.07917376660186,9.017164046208942,Poor
1024.0009755407266,21.70655671530308,8.993017689468756,Poor
1502.0855262842258,29.1028350844847,9.683069597714983,Poor
1274.2543817861324,41.67951680495337,9.341236427735033,Poor
1225.2487736416379,48.79224476630204,8.982657617979273,Poor
1454.2137477096637,45.828577536017875,5.979849536383406,Poor
1035.4258001580529,15.143087623930695,5.5896369318470285,Poor
1425.448883058915,14.644047902279828,7.605248645748843,Poor
971.49885162686,26.51474183743152,5.277867065998335,Poor
1356.9904834356978,29.35339351461823,5.558611744019815,Poor
1191.7963114605677,9.796042047006297,7.063611807586538,Poor
1438.1489308296018,25.21321768001026,9.577941619985463,Poor
1162.527487550007,12.726918660045698,5.300675519995027,Poor
615.3377266130925,22.772953795298733,8.28658831195761,Poor
791.2265389903941,13.426652116759167,6.1341760182567775,Poor
1218.2035379288297,8.281366623943754,9.352532911188215,Poor
1098.1562843264323,5.137146992028457,6.1881156907725785,Poor
1141.2256434554868,17.59342878727827,8.103206977000795,Poor
854.692492303508,12.366859831218893,9.507384552618342,Poor
1019.0766633522793,14.983492262696451,5.520923746692204,Poor
1295.5229171045598,8.011448839953601,5.6964051344851745,Poor
1581.9407320053087,13.037945352967508,5.85672534411949,Poor
684.3935559923322,11.755103319421274,5.998069236620003,Poor
1098.7435576204502,5.03302655335477,7.155953440700325,Poor
1731.5652395388572,17.88165043265441,9.676055933812403,Poor
1520.4531936642068,46.30881640369526,7.785708915861217,Poor
1343.3459702101802,12.025038357962902,8.962391750409525,Poor
1348.1118764010416,23.223268980677403,9.642912470346037,Poor
1103.9708873451186,22.075194243170817,8.166868288525645,Poor
822.818153487519,39.99329138979649,7.578253353983599,Poor
1146.2435837384905,11.554822296765547,5.373257321555048,Poor
1103.9004105599868,22.077032768000347,7.932149951955899,Poor
954.1614843356604,2.936735572200127,7.769386791780506,Poor
1099.0810345605069,5.04909688383366,9.346875162655707,Poor
1087.563525668842,15.727532379324073,5.713044627201879,Poor
1031.0628711792044,20.47425828815963,9.523177172128895,Poor
1160.9202693157054,10.02802072961012,5.7312397140642934,Poor
1093.5438946766685,43.312325767092716,8.90004947806084,Poor
1035.7868189774663,20.779166628229103,5.698026658233675,Poor
1271.4690247257313,42.86340476758504,8.163664882999834,Poor
1090.2559372201,20.098801293747563,5.316268239224102,Poor
1215.9565293315443,4.778865541009378,9.664296226735152,Poor
1153.17603097264,10.777082818802342,9.154834112436884,Poor
1548.070227434007,13.281921304431387,9.638217635558423,Poor
1351.1895918701055,5.709752420978852,9.283906697593938,Poor
1362.1301690729485,17.876732804234173,9.75694356495521,Poor
646.3745086391592,8.215416923372302,7.170731584420215,Poor
897.5736902931377,14.69982996419339,5.595710524973955,Poor
1390.947048224311,16.150078806016978,8.773490039428294,Poor
1032.0106160556563,4.842470440865139,8.555310419458856,Poor
1420.5478849006074,25.46175015349779,6.3557018136688725,Poor
1262.4501781969236,13.641739900626323,5.649050359676527,Poor
1104.2865281615827,4.082522027278743,5.564253196182648,Poor
1353.6578191536457,12.201585104687588,8.161492893924335,Poor
973.4845827884839,17.312603094982745,5.79480787813789,Poor
1313.4944893761954,8.995007567200773,5.623419698500915,Poor
992.6148311800792,8.486788819262426,4.723728447229503,Poor
1341.586997404782,12.534542893595985,9.166505632638863,Poor
1264.2094439627135,7.6372164999530145,9.200603202130658,Poor
1132.8584237937425,28.54819333464716,9.49473992404632,Poor
618.1641908175081,12.993873917091204,5.995805995395478,Poor
748.9920874375847,12.228369501143128,8.934497034859465,Poor
1364.182692935723,22.46964748246562,9.839959110184536,Poor
883.133717488425,16.164547084550044,5.142821662730763,Poor
1230.1936359814054,4.840915617293606,9.546585311174187,Poor
860.5874798137964,21.36923422127435,5.525097000682324,Poor
1012.1590694613335,20.006281104659482,5.169767459352374,Poor
930.1192182671188,10.386515722262281,9.76714891980955,Poor
1092.7959450138574,44.22493968388114,6.597563824296209,Poor
954.5189632175027,23.74237933872973,9.94676663096352,Poor
1279.778365540374,27.497090035186634,7.059740455148162,Poor
1192.1616756668332,10.1736431048404,7.684444265118391,Poor
1685.8447874406565,7.947655400996334,6.840498392595464,Poor
1015.122794296938,17.885693072411406,5.084646359610443,Poor
1431.3600226922902,6.593643353425412,6.909576290689604,Poor
1525.4260269412048,10.161452348110902,5.461035880519558,Poor
1766.443731749298,21.42453985485431,7.849761822190425,Poor
1089.2208027543527,18.44719367402751,5.145527221826478,Poor
1397.978605620457,23.18383935024318,5.922560900024571,Poor
805.9424689670935,11.033926277844888,6.579857789997595,Poor
992.0045522761346,6.466533939489601,4.735248764732464,Poor
1721.4931490260858,33.171315836716445,9.126152582994782,Poor
1148.7227065747104,34.025463330271876,10.221608886092028,Poor
1260.8814409974123,12.549761552063725,5.655643452981585,Poor
1621.5065505836901,10.986918112486924,6.985434163433209,Poor
846.3495709338256,11.5418134240137,5.864575422442985,Poor
638.81870342476,7.593166667489229,5.858168438150952,Poor
1469.9409837227308,9.644801750978328,10.19075954199807,Poor
1176.2900599248414,19.970914538621965,9.185638464531891,Poor
1028.7408154569007,8.34481032912826,5.9050968804127955,Poor
668.7431387807652,11.485330738363606,5.7265629079697815,Poor
953.2336543209187,21.375601851722685,9.86211297580923,Poor
798.2748597560573,2.093718920057155,8.685702206475987,Poor
1817.3401356887832,13.562125340138712,10.008037771777987,Poor
1771.6364516154383,13.773068536599585,8.495472390065682,Poor
925.5036950559725,8.315014782814735,9.837631838294996,Poor
1513.1980838781967,15.81967879257029,7.154227088701673,Poor
1561.929805647748,10.011457460504385,5.276449845133504,Poor
869.37435939154,7.09673061286739,5.964495837744014,Poor
1062.678485910709,38.45478114498245,9.629294915334535,Poor
389.21525015942757,9.00799586889288,6.3718872948513585,Poor
424.0548176409978,20.400195306773007,7.419326513073013,Poor
984.8670823204855,2.633863287699482,7.105705887372488,Poor
1432.3771627839267,5.601841271189042,8.65427922367475,Poor
1178.5890100631066,39.070158518962,6.833946442180094,Poor
1085.1774369621637,17.646100606978493,8.395272001808905,Poor
1100.363518716844,36.755770869424516,9.978355944709211,Poor
1261.0400501552665,6.387467717442559,4.7435887268140275,Poor
1695.4406232961808,15.370180048136131,9.958110411163018,Poor
1050.6612597984065,16.089002817627467,6.09704042194049,Poor
942.5180347246168,4.841607220879219,6.463799011149007,Poor
779.6043194681757,10.714290335606812,5.705539933521973,Poor
779.9137601575542,9.460684940804832,5.810909481881923,Poor
1697.384352317263,8.246992072371075,9.786310982861897,Poor
1393.9510025212498,16.75301108546324,5.419326894603764,Poor
1563.6649355218506,21.73130765288363,9.705647630260692,Poor
1362.0947964690465,17.630434673360245,9.815242856571645,Poor
1632.2007453511146,21.089923505325757,9.436742225371344,Poor
1455.5085071323022,7.002997215822473,10.017461038737366,Poor
1771.9799086468204,26.065250035489246,8.106873758924534,Poor
1046.257945389384,10.462269318113165,8.8425398475666,Poor
991.5696131171592,12.252134941280737,4.580513682612549,Poor
1682.9737640030803,25.178774124495792,7.270106619398641,Poor
1743.4288018132581,30.961797280112958,9.815761014952415,Poor
964.905982018194,24.827318565581145,7.003262185205785,Poor
1396.283693339349,20.427232922310303,5.410085124513271,Poor
1514.3730467149908,22.318921232385094,4.774283457811469,Poor
668.6829603833595,11.453350457854523,5.282929492068346,Poor
1742.3554986470856,27.53605998891844,6.008633538933265,Poor
1262.0404343093758,20.126254411402297,8.762076129492998,Poor
1421.324706239115,25.473793895180076,7.478780725542123,Poor
1451.2366400125595,12.098684684354824,9.638400661119492,Poor
1288.1556136044771,6.171679640576987,9.507840238038693,Poor
1079.170524267288,15.09153660731512,7.562580497749908,Poor
1147.7100933293375,27.028268100074005,7.563217701483213,Poor
657.6729992717438,39.816195900532506,5.209240703372518,Poor
1252.4229072338776,21.507444198739194,5.737220463380191,Poor
1321.861063581816,4.580725397563623,5.166405140536784,Poor
1264.7065728513248,13.591953652811798,5.809221855756894,Poor
1485.1494313417402,8.959846187454277,5.481494718595394,Poor
