tds,turbidity,ph,quality,quality_label
775.03,0.16,6.68,1,Acceptable
134.49,0.1,7.16,3,Excellent
628.91,5.77,6.67,1,Acceptable
785.56,1.06,5.94,1,Acceptable
294.09,0.31,7.57,3,Excellent
180.72,0.82,7.14,3,Excellent
142.74,0.34,7.22,3,Excellent
1398.65,23.29,5.54,0,Poor
388.62,0.61,7.63,3,Excellent
642.78,16.68,7.96,1,Acceptable
579.13,2.21,6.89,2,Good
815.45,7.22,6.45,0,Poor
460.76,0.66,6.47,2,Good
335.75,1.58,7.3,2,Good
189.22,0.14,7.1,3,Excellent
718.54,4.2,7.28,2,Good
394.65,3.42,7.32,2,Good
441.8,1.34,7.06,2,Good
634.46,17.72,6.92,1,Acceptable
235.4,0.16,7.33,2,Good
350.13,0.1,7.29,3,Excellent
1312.55,20.94,5.98,0,Poor
296.64,0.47,7.16,3,Excellent
825.11,0.1,6.12,2,Good
882.78,6.52,5.75,1,Acceptable
787.66,2.81,7.57,2,Good
311.11,0.24,7.04,3,Excellent
166.73,0.15,7.12,3,Excellent
91.35,0.38,7.41,3,Excellent
806.93,5.39,4.87,1,Acceptable
1527.15,50.0,9.06,0,Poor
745.67,0.14,5.93,1,Acceptable
185.94,0.1,7.0,3,Excellent
1099.57,3.05,4.72,1,Acceptable
761.88,24.48,7.11,2,Good
602.7,6.5,7.23,2,Good
620.03,24.54,6.68,1,Acceptable
409.66,0.1,7.47,3,Excellent
1026.46,37.91,8.82,0,Poor
260.89,2.59,7.27,3,Excellent
211.8,6.16,7.35,2,Good
1610.44,0.48,9.42,1,Acceptable
981.16,7.64,5.29,0,Poor
1234.36,1.24,5.42,1,Acceptable
232.84,0.53,7.43,3,Excellent
354.51,6.14,7.08,2,Good
236.46,0.2,7.35,3,Excellent
641.48,2.48,7.26,2,Good
394.98,3.36,7.01,2,Good
334.4,0.91,6.77,2,Good
203.75,0.46,7.44,3,Excellent
819.9,6.33,6.68,1,Acceptable
341.93,0.16,7.7,2,Good
740.91,2.3,7.8,2,Good
233.47,0.9,7.31,3,Excellent
508.97,0.1,7.14,3,Excellent
251.69,0.1,7.03,3,Excellent
421.38,0.63,6.09,2,Good
566.41,1.35,6.6,3,Excellent
425.56,0.48,6.64,2,Good
169.8,0.1,7.19,3,Excellent
534.53,0.8,6.75,2,Good
393.36,0.46,7.07,3,Excellent
244.66,0.44,7.09,3,Excellent
555.4,1.45,6.73,2,Good
121.11,0.75,7.37,3,Excellent
195.46,0.2,7.44,3,Excellent
108.34,0.1,7.03,3,Excellent
199.44,0.1,7.49,3,Excellent
1379.59,7.32,6.53,1,Acceptable
1094.54,0.1,4.93,1,Acceptable
419.61,2.87,6.7,2,Good
216.44,0.1,7.02,3,Excellent
230.19,0.27,7.38,3,Excellent
156.04,0.1,7.14,3,Excellent
436.88,0.53,6.96,2,Good
215.02,0.89,7.13,3,Excellent
1261.91,20.57,8.99,0,Poor
160.25,0.35,7.33,3,Excellent
161.43,0.1,7.33,3,Excellent
774.51,9.62,6.75,1,Acceptable
308.83,0.24,7.29,3,Excellent
129.66,0.24,7.5,3,Excellent
347.19,0.1,6.55,2,Good
829.28,8.13,6.6,1,Acceptable
130.77,0.1,7.32,3,Excellent
1012.26,7.48,5.2,0,Poor
244.59,0.63,7.12,3,Excellent
758.95,0.34,6.95,2,Good
631.52,1.63,6.86,2,Good
204.04,0.81,7.16,2,Good
553.36,4.77,7.13,2,Good
412.66,0.1,7.08,3,Excellent
185.35,1.16,7.37,3,Excellent
757.03,3.34,7.83,2,Good
708.03,3.21,6.79,2,Good
670.44,4.03,6.35,1,Acceptable
926.93,1.66,4.83,1,Acceptable
1214.01,18.53,7.67,1,Acceptable
245.96,0.24,7.25,3,Excellent
340.61,1.59,7.25,2,Good
482.17,4.81,7.09,2,Good
546.57,0.98,6.41,2,Good
219.92,0.27,7.2,3,Excellent
232.59,0.1,7.22,3,Excellent
374.54,0.1,7.12,3,Excellent
891.91,4.58,6.66,1,Acceptable
557.35,5.06,6.59,2,Good
391.41,0.21,7.59,2,Good
1006.11,6.95,9.63,0,Poor
1431.71,0.47,10.4,1,Acceptable
390.21,1.05,5.87,1,Acceptable
407.44,0.1,7.01,3,Excellent
149.55,0.24,7.17,3,Excellent
498.11,0.16,6.06,2,Good
956.28,16.57,10.07,0,Poor
1061.64,4.3,9.04,0,Poor
1263.85,13.97,5.6,0,Poor
736.16,13.76,6.9,1,Acceptable
1222.03,16.16,10.59,0,Poor
605.22,1.49,6.23,1,Acceptable
202.33,0.35,7.07,3,Excellent
1564.12,19.56,9.84,0,Poor
469.74,0.23,6.75,2,Good
528.83,3.75,7.07,2,Good
451.67,3.66,5.99,0,Poor
155.35,2.01,7.32,3,Excellent
1313.97,9.58,10.17,0,Poor
199.33,0.2,7.35,3,Excellent
611.8,0.8,6.7,2,Good
577.61,5.23,9.64,1,Acceptable
137.02,0.21,7.23,3,Excellent
779.5,1.0,7.75,3,Excellent
192.38,0.55,7.33,3,Excellent
135.24,0.1,7.25,3,Excellent
463.78,9.94,6.05,2,Good
659.04,9.36,7.69,1,Acceptable
168.91,0.28,7.37,3,Excellent
122.07,0.59,7.13,3,Excellent
993.99,50.0,6.7,1,Acceptable
513.1,0.44,6.01,2,Good
605.6,9.98,6.53,1,Acceptable
421.86,0.29,7.06,3,Excellent
831.58,4.04,9.23,1,Acceptable
380.68,12.51,6.77,1,Acceptable
451.41,4.68,6.42,1,Acceptable
895.2,1.75,5.79,1,Acceptable
288.76,5.62,6.61,2,Good
455.74,1.34,7.25,3,Excellent
515.0,0.15,7.01,3,Excellent
1455.03,45.03,6.11,0,Poor
161.91,0.37,7.27,3,Excellent
385.93,0.86,6.6,2,Good
1421.42,27.89,9.21,0,Poor
157.89,0.17,7.07,3,Excellent
173.43,0.84,7.18,3,Excellent
924.52,31.44,7.14,1,Acceptable
229.34,0.57,7.19,3,Excellent
237.26,0.1,7.26,3,Excellent
889.01,11.2,6.25,1,Acceptable
369.19,0.21,6.66,2,Good
481.51,0.1,7.36,3,Excellent
633.05,8.85,6.68,1,Acceptable
819.03,0.3,7.36,2,Good
756.15,2.98,7.33,3,Excellent
728.92,9.22,7.37,2,Good
479.55,12.27,7.6,1,Acceptable
1443.41,37.99,9.29,0,Poor
487.11,1.16,7.04,2,Good
1408.16,33.91,9.5,0,Poor
522.27,0.84,7.21,3,Excellent
1058.61,0.56,6.69,2,Good
294.96,4.32,6.45,2,Good
1008.46,3.3,7.14,2,Good
220.36,0.1,6.99,2,Good
337.84,0.61,6.49,2,Good
543.57,5.83,6.73,2,Good
163.23,0.28,7.26,3,Excellent
444.11,2.69,7.35,2,Good
1348.1,23.37,9.65,0,Poor
253.36,0.28,7.16,3,Excellent
622.0,1.25,6.51,2,Good
894.91,2.44,5.94,1,Acceptable
483.48,0.62,6.83,1,Acceptable
706.84,22.27,6.63,1,Acceptable
510.01,1.98,7.86,2,Good
463.9,2.06,6.24,2,Good
440.81,2.52,7.05,2,Good
165.14,0.44,7.24,3,Excellent
784.54,6.59,7.16,2,Good
420.18,1.72,7.31,2,Good
821.2,0.22,6.37,2,Good
1042.34,8.98,6.17,1,Acceptable
644.39,3.01,6.7,2,Good
791.63,15.63,7.16,2,Good
294.08,0.1,7.04,3,Excellent
482.31,1.46,6.7,2,Good
386.48,0.44,6.38,2,Good
187.9,0.53,6.97,3,Excellent
1452.8,10.57,5.6,1,Acceptable
364.8,11.7,5.52,1,Acceptable
159.84,0.46,7.41,3,Excellent
600.55,1.59,6.46,1,Acceptable
867.11,2.19,6.49,1,Acceptable
654.03,0.83,6.6,2,Good
159.36,0.17,7.25,3,Excellent
1007.53,1.52,7.16,2,Good
677.04,0.42,6.36,2,Good
768.74,10.14,8.15,1,Acceptable
769.97,0.77,5.65,1,Acceptable
553.76,1.26,6.87,2,Good
120.53,0.29,7.37,3,Excellent
413.0,0.75,6.97,2,Good
279.85,0.23,7.57,3,Excellent
295.16,0.16,7.47,3,Excellent
363.91,1.7,7.33,2,Good
432.0,0.34,7.61,2,Good
231.06,1.42,7.19,3,Excellent
861.33,8.41,6.24,1,Acceptable
792.57,3.65,4.0,1,Acceptable
844.3,21.73,6.02,1,Acceptable
242.08,0.17,7.21,3,Excellent
361.12,2.97,6.21,2,Good
754.3,3.94,6.44,1,Acceptable
503.77,0.13,7.3,3,Excellent
563.51,10.71,7.39,2,Good
459.38,1.74,6.72,2,Good
218.77,1.14,7.26,3,Excellent
575.33,4.9,5.83,1,Acceptable
103.91,1.27,7.37,3,Excellent
799.11,9.24,5.6,1,Acceptable
905.88,50.0,8.69,0,Poor
217.47,0.1,7.08,3,Excellent
1357.3,11.69,9.8,0,Poor
541.79,1.49,6.67,2,Good
1066.88,16.46,10.88,0,Poor
190.81,1.59,7.2,3,Excellent
842.5,0.21,7.81,2,Good
528.65,1.0,6.72,2,Good
374.03,0.1,7.22,3,Excellent
1084.56,15.11,6.06,0,Poor
472.74,2.23,7.35,2,Good
556.23,4.7,5.51,1,Acceptable
970.86,17.35,5.89,0,Poor
177.3,0.56,7.2,3,Excellent
339.48,0.25,7.54,2,Good
544.92,4.18,7.16,2,Good
479.32,2.36,7.03,2,Good
1094.38,20.3,4.98,0,Poor
429.37,0.78,7.36,3,Excellent
205.23,1.33,7.14,3,Excellent
607.2,0.28,7.17,2,Good
220.73,0.32,7.3,3,Excellent
400.81,0.77,6.89,2,Good
645.31,5.25,7.81,0,Poor
195.66,0.13,7.63,3,Excellent
663.42,1.56,7.18,2,Good
1269.86,4.39,5.04,0,Poor
714.49,18.81,9.28,0,Poor
1381.41,14.85,9.66,0,Poor
310.33,0.69,7.62,1,Acceptable
1094.75,6.58,5.15,0,Poor
1145.86,1.67,9.15,1,Acceptable
575.17,1.71,7.38,2,Good
257.13,0.52,7.24,2,Good
381.74,0.29,6.79,2,Good
602.85,0.7,7.41,2,Good
407.42,4.13,6.64,2,Good
1493.67,14.14,10.73,0,Poor
545.27,1.79,7.38,2,Good
155.26,1.14,6.96,2,Good
628.74,2.47,7.28,2,Good
857.81,0.57,8.69,2,Good
672.94,5.1,7.39,2,Good
546.89,1.18,6.96,2,Good
210.34,0.1,7.26,3,Excellent
649.75,0.63,7.57,2,Good
285.38,2.05,6.84,2,Good
559.9,0.41,6.82,2,Good
485.21,3.92,6.88,2,Good
945.77,50.0,5.31,0,Poor
174.73,0.83,7.48,3,Excellent
828.8,4.32,6.03,1,Acceptable
188.97,0.59,7.28,3,Excellent
578.34,3.4,6.74,3,Excellent
1247.35,1.1,5.31,1,Acceptable
441.58,1.11,7.65,2,Good
1454.46,17.55,9.55,0,Poor
931.35,12.57,5.53,0,Poor
242.3,1.67,7.24,3,Excellent
1606.63,2.41,5.06,2,Good
180.89,0.1,7.19,3,Excellent
1054.34,44.29,9.25,0,Poor
443.93,2.17,6.88,2,Good
110.02,0.14,7.77,3,Excellent
529.43,15.26,6.89,1,Acceptable
757.86,3.36,7.43,2,Good
165.67,0.41,7.16,3,Excellent
525.21,0.83,6.84,2,Good
406.45,1.98,6.0,1,Acceptable
154.81,0.24,7.29,3,Excellent
1338.82,12.74,5.16,0,Poor
277.35,1.3,7.41,3,Excellent
354.0,0.78,6.91,2,Good
934.99,5.36,6.67,1,Acceptable
930.95,5.56,6.85,1,Acceptable
839.27,5.04,6.23,1,Acceptable
431.32,0.52,7.31,3,Excellent
999.46,0.95,8.77,1,Acceptable
846.68,22.94,5.5,0,Poor
122.8,0.42,7.22,3,Excellent
1685.43,6.15,5.77,0,Poor
469.22,0.74,6.87,2,Good
489.6,3.45,6.98,2,Good
1108.84,10.34,9.09,0,Poor
621.45,0.81,7.25,2,Good
346.35,2.3,7.42,2,Good
433.71,6.29,6.88,2,Good
239.7,0.1,7.14,3,Excellent
424.07,6.82,6.78,2,Good
485.3,0.14,6.98,2,Good
419.53,2.8,6.68,2,Good
472.75,24.12,10.08,1,Acceptable
175.91,0.23,7.1,3,Excellent
444.09,2.61,6.75,2,Good
239.65,0.24,7.08,3,Excellent
220.46,0.41,7.3,3,Excellent
186.42,0.14,7.44,3,Excellent
932.17,1.9,8.13,1,Acceptable
219.61,0.11,7.36,2,Good
1795.09,23.55,9.66,0,Poor
468.3,0.16,7.63,2,Good
124.34,0.1,7.41,3,Excellent
248.69,0.2,7.3,3,Excellent
622.57,0.63,7.24,2,Good
1004.43,12.27,5.42,0,Poor
585.15,46.6,9.17,1,Acceptable
1468.42,33.05,9.27,0,Poor
979.79,10.9,6.43,0,Poor
1433.22,4.78,10.1,0,Poor
754.67,0.21,6.67,2,Good
353.1,4.88,7.2,2,Good
568.07,0.45,6.92,2,Good
206.87,0.16,7.37,2,Good
950.15,7.82,7.49,2,Good
576.11,4.28,7.38,2,Good
470.2,0.32,6.48,2,Good
174.68,0.39,7.42,3,Excellent
391.75,5.16,7.42,2,Good
842.29,1.5,5.37,1,Acceptable
890.86,1.75,6.4,1,Acceptable
286.21,0.23,6.89,3,Excellent
170.24,0.1,7.24,3,Excellent
310.96,0.69,7.5,2,Good
89.93,0.26,7.39,3,Excellent
214.03,0.18,7.34,3,Excellent
408.24,2.28,6.89,2,Good
856.83,8.78,6.86,0,Poor
1603.54,3.81,6.91,1,Acceptable
508.57,2.15,7.38,2,Good
1770.34,18.85,8.63,0,Poor
183.11,0.32,7.34,3,Excellent
954.02,1.76,9.06,0,Poor
820.06,2.74,7.26,2,Good
689.0,8.22,7.37,3,Excellent
465.64,0.99,6.98,2,Good
352.87,1.86,6.81,2,Good
676.39,0.12,6.32,2,Good
346.49,0.1,7.63,2,Good
201.53,0.22,7.35,3,Excellent
728.1,1.23,4.89,1,Acceptable
280.52,0.16,7.13,3,Excellent
491.43,0.12,6.51,2,Good
383.74,2.3,6.53,3,Excellent
497.76,0.18,6.88,2,Good
184.61,0.39,7.26,3,Excellent
630.63,0.52,7.86,2,Good
193.96,0.35,7.28,3,Excellent
248.92,0.96,7.47,3,Excellent
358.28,0.25,6.57,2,Good
216.81,0.66,7.45,3,Excellent
688.28,20.9,6.69,1,Acceptable
196.61,0.4,7.44,3,Excellent
1551.43,20.7,9.08,0,Poor
807.47,6.03,7.27,2,Good
117.15,2.05,7.34,3,Excellent
990.25,0.8,6.41,1,Acceptable
555.99,8.54,7.18,2,Good
776.74,7.72,6.79,1,Acceptable
911.12,7.47,6.96,1,Acceptable
1011.4,8.36,9.02,0,Poor
760.08,4.06,7.71,1,Acceptable
244.1,1.85,7.33,3,Excellent
834.78,0.89,6.9,2,Good
821.3,1.35,6.46,0,Poor
139.07,0.31,6.99,3,Excellent
145.64,0.48,7.5,3,Excellent
394.4,3.41,6.97,2,Good
401.24,3.9,6.81,2,Good
565.55,0.1,6.87,2,Good
206.31,0.83,7.25,3,Excellent
688.51,2.6,7.38,2,Good
988.11,19.09,6.56,1,Acceptable
245.6,0.13,7.37,3,Excellent
459.32,4.28,6.95,2,Good
352.52,0.19,6.65,2,Good
188.47,2.33,7.16,3,Excellent
835.2,2.38,7.17,2,Good
647.34,3.31,6.96,2,Good
310.27,7.52,6.87,2,Good
519.62,5.27,7.76,2,Good
371.73,0.8,5.98,2,Good
668.75,11.65,5.26,0,Poor
429.89,0.3,6.21,2,Good
321.99,2.05,6.8,2,Good
844.11,0.74,5.89,1,Acceptable
123.47,1.12,7.58,2,Good
1422.65,14.33,5.17,0,Poor
246.4,0.2,7.13,3,Excellent
394.29,0.29,7.36,3,Excellent
511.79,0.55,6.94,2,Good
202.99,0.58,7.1,3,Excellent
599.82,0.44,6.82,2,Good
151.53,1.06,7.49,3,Excellent
788.97,6.89,6.31,1,Acceptable
657.69,8.32,7.41,2,Good
681.61,5.44,8.66,1,Acceptable
304.32,1.25,7.55,2,Good
677.81,0.91,7.01,2,Good
1620.43,4.73,5.56,1,Acceptable
256.23,0.32,7.26,3,Excellent
493.57,3.08,7.09,3,Excellent
1528.96,1.82,5.03,1,Acceptable
664.43,12.65,7.32,3,Excellent
421.78,0.28,7.2,3,Excellent
255.06,0.55,7.27,3,Excellent
454.12,1.15,6.86,2,Good
490.67,1.23,6.42,2,Good
856.74,15.05,8.97,1,Acceptable
219.0,0.45,7.32,3,Excellent
770.98,0.29,7.43,2,Good
1055.33,2.78,6.4,1,Acceptable
166.66,0.82,7.4,3,Excellent
550.94,0.97,6.39,2,Good
1181.67,25.78,4.77,0,Poor
1473.17,6.58,9.61,0,Poor
245.18,1.53,7.31,3,Excellent
450.02,1.46,7.04,2,Good
391.25,1.81,6.92,2,Good
501.34,3.67,7.72,3,Excellent
1164.48,1.3,6.07,1,Acceptable
1149.33,8.98,5.35,0,Poor
384.58,1.65,6.4,2,Good
184.04,5.3,6.81,2,Good
936.43,1.4,6.87,1,Acceptable
571.25,0.26,7.4,3,Excellent
555.21,8.69,5.93,1,Acceptable
522.36,3.35,6.2,2,Good
502.21,4.64,7.05,2,Good
170.12,0.4,7.2,3,Excellent
1458.03,0.47,6.27,1,Acceptable
559.63,3.15,6.5,2,Good
942.56,2.97,7.08,2,Good
472.88,0.28,7.23,3,Excellent
1030.9,0.13,5.97,2,Good
448.63,3.19,7.19,2,Good
257.62,0.63,7.22,3,Excellent
372.33,4.71,7.95,2,Good
845.71,6.28,7.47,2,Good
930.0,9.33,6.42,1,Acceptable
443.47,0.27,6.61,2,Good
423.19,6.94,7.04,2,Good
281.83,0.24,7.26,3,Excellent
564.41,1.25,7.31,2,Good
507.93,0.82,6.51,2,Good
198.03,0.28,7.18,3,Excellent
639.55,1.46,6.9,2,Good
1034.73,22.31,5.36,0,Poor
558.81,6.84,5.89,0,Poor
1631.03,37.02,9.12,0,Poor
469.48,4.17,6.8,2,Good
288.52,0.47,7.13,3,Excellent
518.26,0.56,7.6,2,Good
236.27,1.47,7.57,2,Good
1085.25,1.68,5.52,1,Acceptable
458.27,0.57,7.25,3,Excellent
497.29,4.47,6.19,1,Acceptable
768.83,3.58,7.61,3,Excellent
432.38,4.33,7.08,2,Good
427.17,1.18,7.07,2,Good
323.75,0.88,7.0,3,Excellent
840.13,10.09,7.19,2,Good
159.05,0.1,7.04,3,Excellent
1160.37,10.63,9.52,0,Poor
202.19,0.25,7.15,3,Excellent
200.51,0.1,7.05,3,Excellent
349.93,0.68,7.75,2,Good
216.33,0.58,7.29,3,Excellent
458.44,2.99,6.77,2,Good
372.36,4.76,7.5,2,Good
396.2,2.71,6.9,2,Good
497.35,1.66,6.82,2,Good
183.83,0.86,6.94,3,Excellent
351.66,1.72,7.21,2,Good
361.83,0.44,5.8,2,Good
364.1,5.55,6.86,2,Good
292.21,0.14,7.27,3,Excellent
477.29,0.96,7.47,2,Good
187.52,0.66,7.44,3,Excellent
452.15,2.82,7.07,1,Acceptable
145.15,0.73,7.13,3,Excellent
190.11,0.96,7.41,3,Excellent
503.02,5.34,6.49,1,Acceptable
870.79,21.4,5.04,0,Poor
1484.21,24.39,8.87,0,Poor
655.57,2.73,5.38,1,Acceptable
968.34,6.96,7.29,1,Acceptable
387.48,3.45,7.1,2,Good
990.52,3.18,10.25,1,Acceptable
744.6,16.48,5.9,0,Poor
1034.32,6.64,5.52,1,Acceptable
606.05,0.34,8.11,2,Good
700.41,31.65,9.48,0,Poor
268.2,0.62,6.89,3,Excellent
1079.46,28.64,10.35,0,Poor
377.84,1.06,7.59,2,Good
714.36,0.62,9.01,1,Acceptable
854.44,8.17,5.33,1,Acceptable
681.74,11.76,6.31,1,Acceptable
271.78,0.64,7.3,2,Good
222.1,1.06,7.17,3,Excellent
1103.02,22.1,5.0,0,Poor
341.33,0.27,6.8,2,Good
343.13,1.2,7.1,2,Good
225.1,0.1,7.04,2,Good
610.85,13.08,7.25,2,Good
762.8,16.47,5.41,0,Poor
654.38,3.41,7.39,2,Good
240.84,0.28,7.24,3,Excellent
462.1,1.64,7.67,2,Good
456.12,0.95,6.48,2,Good
841.46,12.69,7.35,2,Good
584.71,1.23,8.14,2,Good
193.91,0.44,7.18,3,Excellent
734.47,4.24,6.85,1,Acceptable
470.48,3.67,6.47,2,Good
818.58,0.11,9.36,1,Acceptable
289.96,0.92,7.41,3,Excellent
524.62,1.03,6.8,2,Good
410.96,3.76,7.28,2,Good
165.04,0.32,7.27,3,Excellent
666.69,2.39,6.91,2,Good
534.24,2.56,7.12,2,Good
386.98,3.04,6.62,2,Good
260.74,0.59,7.37,3,Excellent
647.73,0.88,6.08,3,Excellent
408.64,0.22,6.96,1,Acceptable
567.83,13.67,5.8,1,Acceptable
541.64,1.3,5.63,1,Acceptable
190.42,1.0,7.17,3,Excellent
978.71,12.97,6.75,1,Acceptable
444.22,1.35,6.3,2,Good
370.93,1.55,7.04,2,Good
802.13,4.84,6.61,1,Acceptable
282.86,1.19,6.93,2,Good
242.7,0.63,7.06,3,Excellent
1574.76,9.85,9.37,0,Poor
512.65,14.44,7.85,1,Acceptable
727.61,1.38,7.24,2,Good
258.18,0.22,7.16,3,Excellent
501.77,2.44,6.68,2,Good
517.64,1.98,7.96,2,Good
861.79,7.16,6.87,1,Acceptable
1875.23,40.92,5.41,0,Poor
635.03,1.4,6.51,2,Good
372.85,0.48,7.83,2,Good
544.89,0.71,6.79,2,Good
314.95,1.83,6.56,2,Good
343.46,4.89,6.82,2,Good
221.82,0.1,7.28,3,Excellent
895.51,1.36,5.67,0,Poor
199.36,0.85,7.34,3,Excellent
1241.21,2.34,5.7,1,Acceptable
1074.04,0.81,5.32,1,Acceptable
747.19,16.61,6.24,1,Acceptable
546.15,5.14,7.06,2,Good
545.44,0.1,7.09,3,Excellent
1438.29,4.82,8.95,1,Acceptable
220.64,0.32,7.1,3,Excellent
1343.43,12.25,9.19,0,Poor
1018.26,16.78,5.0,0,Poor
179.85,0.16,7.44,2,Good
1200.83,11.73,10.0,0,Poor
390.09,0.1,7.3,3,Excellent
780.59,8.17,5.56,1,Acceptable
347.95,0.85,7.31,3,Excellent
891.9,2.64,8.86,1,Acceptable
462.67,1.73,6.71,2,Good
170.27,0.1,7.14,3,Excellent
590.75,3.73,7.44,1,Acceptable
910.72,5.5,6.43,1,Acceptable
250.63,0.33,7.28,3,Excellent
742.19,2.57,6.91,2,Good
110.84,1.06,7.26,3,Excellent
1001.06,6.5,6.11,1,Acceptable
504.56,17.6,7.19,2,Good
322.45,0.1,6.39,2,Good
640.52,0.57,6.8,2,Good
256.26,1.76,7.6,3,Excellent
622.14,8.7,6.66,0,Poor
700.68,6.49,7.74,1,Acceptable
1081.97,16.81,9.77,0,Poor
180.31,0.34,7.42,3,Excellent
379.9,4.05,7.08,2,Good
177.24,0.37,6.84,3,Excellent
533.63,9.08,6.68,2,Good
1049.15,13.8,6.56,1,Acceptable
1417.31,5.53,9.41,0,Poor
471.82,0.24,7.06,3,Excellent
424.19,7.82,7.45,3,Excellent
151.66,0.44,7.17,3,Excellent
622.78,0.97,7.72,2,Good
499.89,0.55,5.74,2,Good
428.19,1.73,7.27,2,Good
672.9,1.33,6.83,2,Good
685.35,8.48,6.7,1,Acceptable
551.5,3.8,7.0,2,Good
602.26,1.63,6.11,1,Acceptable
222.73,1.57,7.11,3,Excellent
227.33,0.47,7.31,3,Excellent
241.59,0.13,7.25,3,Excellent
634.87,0.52,7.27,3,Excellent
136.16,0.19,7.38,3,Excellent
361.18,0.73,6.86,2,Good
844.1,1.16,7.61,2,Good
478.29,5.48,7.33,2,Good
666.67,9.03,6.28,1,Acceptable
661.63,0.2,6.63,3,Excellent
773.33,12.89,7.77,1,Acceptable
727.86,0.86,6.38,2,Good
260.68,4.26,7.2,2,Good
428.01,1.47,7.0,2,Good
84.53,0.1,7.31,3,Excellent
677.19,0.1,6.35,2,Good
641.04,0.67,6.67,2,Good
448.03,22.53,6.47,1,Acceptable
596.36,0.55,7.81,2,Good
346.66,6.75,7.5,1,Acceptable
235.0,1.53,6.97,2,Good
1390.92,16.14,8.81,0,Poor
220.45,0.63,7.43,3,Excellent
1391.63,22.18,9.54,0,Poor
748.03,6.42,8.54,1,Acceptable
491.11,3.29,7.3,2,Good
924.51,4.11,8.19,2,Good
173.51,1.31,7.1,3,Excellent
694.88,0.98,7.1,2,Good
732.69,2.03,6.12,1,Acceptable
577.35,8.67,6.98,2,Good
213.23,0.36,7.08,3,Excellent
631.07,4.62,9.52,1,Acceptable
769.23,10.74,9.83,0,Poor
806.88,4.67,5.83,1,Acceptable
1783.96,8.87,9.85,0,Poor
778.92,3.69,6.06,1,Acceptable
138.66,0.19,7.25,3,Excellent
169.47,0.26,7.36,3,Excellent
1458.55,38.67,9.64,0,Poor
1054.83,14.35,5.16,0,Poor
214.56,0.65,7.29,3,Excellent
622.22,0.68,6.69,2,Good
692.12,3.81,7.96,2,Good
133.44,0.17,7.3,3,Excellent
783.45,5.1,6.8,1,Acceptable
1111.86,5.28,8.38,1,Acceptable
530.72,3.7,7.3,2,Good
281.73,0.62,6.88,3,Excellent
746.59,15.86,5.71,0,Poor
532.29,2.12,6.86,2,Good
1566.92,1.92,5.57,1,Acceptable
1265.24,11.12,5.96,0,Poor
397.25,0.7,6.33,2,Good
1682.11,33.82,5.11,0,Poor
161.03,0.1,7.22,3,Excellent
952.26,2.2,5.29,1,Acceptable
868.39,0.87,5.07,1,Acceptable
232.01,0.48,7.11,3,Excellent
1744.02,50.0,9.43,1,Acceptable
596.93,0.28,6.73,2,Good
216.19,0.41,7.25,3,Excellent
877.05,17.51,4.74,0,Poor
437.98,0.91,7.85,1,Acceptable
609.35,3.42,6.6,3,Excellent
138.45,0.1,6.91,3,Excellent
200.65,0.1,7.3,3,Excellent
1042.18,0.97,5.26,1,Acceptable
503.81,2.29,7.03,2,Good
692.59,2.47,7.4,2,Good
108.4,0.55,6.95,3,Excellent
121.15,0.1,7.13,3,Excellent
273.46,0.21,7.37,3,Excellent
537.75,4.24,5.86,1,Acceptable
610.15,3.35,6.22,1,Acceptable
975.01,2.02,7.42,2,Good
233.14,1.87,7.02,3,Excellent
798.64,28.15,5.59,0,Poor
236.94,1.19,7.37,3,Excellent
706.65,2.66,5.82,1,Acceptable
416.17,3.82,6.93,2,Good
265.88,0.1,7.28,3,Excellent
1275.09,2.11,5.57,1,Acceptable
878.22,2.79,7.06,2,Good
1217.36,4.87,9.52,0,Poor
195.24,0.46,7.23,3,Excellent
156.84,0.1,7.18,3,Excellent
492.75,2.65,7.31,2,Good
216.48,1.21,7.02,3,Excellent
413.79,5.71,7.44,2,Good
943.22,5.97,9.58,0,Poor
753.77,16.7,5.95,0,Poor
765.66,5.69,5.83,1,Acceptable
301.93,3.98,6.95,2,Good
642.89,6.43,7.84,1,Acceptable
879.04,2.35,6.21,1,Acceptable
365.81,2.95,6.85,2,Good
1265.08,1.42,5.17,1,Acceptable
890.73,2.88,6.13,1,Acceptable
108.48,0.23,7.31,3,Excellent
333.34,1.92,6.72,1,Acceptable
1372.97,10.75,9.63,0,Poor
198.92,1.89,7.29,3,Excellent
241.52,0.78,7.44,3,Excellent
221.49,2.09,7.29,3,Excellent
827.18,0.66,6.9,2,Good
300.87,1.14,7.02,2,Good
749.19,0.11,7.07,2,Good
859.38,0.77,8.21,2,Good
1363.21,9.05,8.84,1,Acceptable
895.51,4.85,6.48,1,Acceptable
931.35,5.31,7.23,2,Good
750.49,2.82,6.69,2,Good
212.82,1.06,7.42,3,Excellent
435.3,1.9,7.56,2,Good
260.06,0.51,7.37,3,Excellent
458.98,2.9,7.03,3,Excellent
1363.01,17.68,9.46,0,Poor
654.56,0.83,6.52,2,Good
646.83,2.07,5.59,1,Acceptable
770.32,5.74,7.8,1,Acceptable
517.16,9.5,7.6,2,Good
230.82,0.6,6.95,3,Excellent
153.2,0.1,7.19,3,Excellent
215.09,0.36,7.15,3,Excellent
184.68,0.61,7.16,3,Excellent
890.79,5.95,10.16,1,Acceptable
226.66,3.9,7.35,3,Excellent
